class,age,male,female
0,0 to 1,485.4,454.42
1,1 to 5,1873.81,1751.2
10,10 to 15,2521.11,2393.35
15,15 to 20,2194.83,2114.99
20,20 to 25,2054.91,2108.16
25,25 to 30,2091.68,2047.37
30,30 to 35,1936.88,1922.74
35,35 to 40,1856.69,1877.86
40,40 to 45,1731.47,1783.76
45,45 to 50,1618.09,1598.11
5,5 to 10,2539.59,2329.49
50,50 to 55,1373.04,1435.95
55,55 to 60,1196.09,1173.18
60,60 to 65,961.79,979.68
65,65 to 70,656.48,679.16
70,70 to 75,373.2,465.83
75,75 to 80,218.45,277.7
80,80 and over,170.74,215.08
