class,age,male,female
0,0 to 1,835.84,782.49
1,1 to 5,3226.65,3015.46
10,10 to 15,4341.33,4121.27
15,15 to 20,3779.66,3642.16
20,20 to 25,3538.94,3630.43
25,25 to 30,3602.33,3525.94
30,30 to 35,3335.78,3311.23
35,35 to 40,3197.54,3233.81
40,40 to 45,2981.75,3071.62
45,45 to 50,2786.44,2751.93
5,5 to 10,4372.99,4011.22
50,50 to 55,2364.45,2472.69
55,55 to 60,2059.71,2020.19
60,60 to 65,1656.22,1686.99
65,65 to 70,1130.57,1169.56
70,70 to 75,642.76,802.24
75,75 to 80,376.3,478.29
80,80 and over,294.11,370.47
