class,age,male,female
0,0 to 1,1104.6,1030.29
1,1 to 5,4264.16,3970.39
10,10 to 15,5750.47,5444.78
15,15 to 20,5067.27,4878.04
20,20 to 25,4813.68,4873.47
25,25 to 30,4924.28,4792.37
30,30 to 35,4571.96,4478.34
35,35 to 40,4343.47,4330.92
40,40 to 45,4005.05,4072.94
45,45 to 50,3724.12,3648.83
5,5 to 10,5743.06,5270.41
50,50 to 55,3161.71,3275.53
55,55 to 60,2744.16,2672.56
60,60 to 65,2204.4,2228.69
65,65 to 70,1535.2,1566.32
70,70 to 75,887.82,1085.49
75,75 to 80,538.24,660.35
80,80 and over,421.52,521.58
