class,age,male,female
0,0 to 1,1454.95,1368.58
1,1 to 5,5616.66,5274.07
10,10 to 15,5905.09,5527.42
15,15 to 20,4405.73,4806.69
20,20 to 25,4555.39,4894.88
25,25 to 30,5226.11,4814.82
30,30 to 35,4683.22,4309.34
35,35 to 40,4169.05,4049.44
40,40 to 45,3852.2,3529.58
45,45 to 50,3225.54,2999.8
5,5 to 10,6979.55,6906.34
50,50 to 55,2574.25,2447.27
55,55 to 60,1936.18,2072.83
60,60 to 65,1950.16,2496.27
65,65 to 70,1332.51,1675.43
70,70 to 75,648.1,946.75
75,75 to 80,300.81,436.68
80,80 and over,234.77,398.31
