objectid,vilnam_soi,stcode11,dtcode11,sdtcode11,vilcode11,stname,dtname,sdtname,vilname11,vil_lgd,dist_lgd,state_lgd,gp_code,gp_name,subdt_lgd,block_name,block_lgd,remark,ac_no,search_village,st_length(shape),st_area(shape),temp,id,b_pan_code,b_pan_name,d_pan_code,d_pan_name,test
388724,VILAVANCODE,33,629,05881,643111,TAMIL NADU,Kanniyakumari,Vilavancode,Vilavancode (CT),643111,575,33,224566,Vilavancode,5881,Munchira,6192,,233.0,1,11524.662537206488,2473188.887969545,1,393992,6497,MUNCHIRAI,529,Kanniyakumari,393992
388737,KULAPPURAM,33,629,05881,643110,TAMIL NADU,Kanniyakumari,Vilavancode,Methukummal (CT),643110,575,33,224571,Methukummal,5881,Munchira,6192,,234.0,1,13482.348263900616,6712978.08481064,1,394005,6497,MUNCHIRAI,529,Kanniyakumari,394005
388750,VILAVANCODE,33,629,05881,803884,TAMIL NADU,Kanniyakumari,Vilavancode,Kaliyakkavilai (TP),803884,575,33,0,,5881,Munchira,6192,,233.0,1,12431.433870189245,5750352.8419054,1,394018,6497,MUNCHIRAI,529,Kanniyakumari,394018
388848,CHITTAR,33,629,05881,803880,TAMIL NADU,Kanniyakumari,Vilavancode,Kadayal (TP),803880,575,33,0,,5881,Melpuram,6191,,233.0,1,50572.48457343432,52188489.83415468,1,394117,6496,MELPURAM,529,Kanniyakumari,394117
388906,KALAMALAI R.F,33,629,05881,643100,TAMIL NADU,Kanniyakumari,Vilavancode,Kilamalai R.F.,643100,575,33,224604,Pechiparai,5881,Melpuram,6191,,233.0,1,60859.88378279242,84221551.46796758,1,394176,6496,MELPURAM,529,Kanniyakumari,394176
389342,KUTTALAM RESERVED FOREST,33,790,05873,642775,TAMIL NADU,Tenkasi,Tenkasi,Courtallam Slopes R.F.,642775,733,33,230858,Kasimajorpuram,5873,Tenkasi,6400,,222.0,1,38213.11911740993,46303806.90917467,1,394618,6705,TENKASI,296956,Tenkasi,394618
389270,TERKUVIRAVANALLUR R.F,33,628,05878,642989,TAMIL NADU,Tirunelveli,Ambasamudram,Therku Viravanallur R.F.,642989,592,33,230532,T.Veeravanallur,5878,Ambasamudram,6385,,225.0,1,168849.99603926158,610227434.0403125,1,394546,6690,AMBASAMUDRAM,546,Tirunelveli,394546
388715,KOLLENCODE,33,629,05881,803889,TAMIL NADU,Kanniyakumari,Vilavancode,Kollancode (TP),803889,575,33,0,,5881,Munchira,6192,,0.0,1,15510.970916652557,7345428.774751525,1,393983,6497,MUNCHIRAI,529,Kanniyakumari,393983
388723,KOLLENCODE,33,629,05881,643112,TAMIL NADU,Kanniyakumari,Vilavancode,Choozhal (CT),643112,575,33,224568,Choozal,5881,Munchira,6192,,234.0,1,14159.266372539789,5513848.395853805,1,393991,6497,MUNCHIRAI,529,Kanniyakumari,393991
388731,MEL THUKUMMEL,33,629,05881,643109,TAMIL NADU,Kanniyakumari,Vilavancode,Adaikkakuzhi (CT),643109,575,33,224567,Adaikkakuzhi,5881,Munchira,6192,,234.0,1,12511.323642822234,4559936.22275636,1,393999,6497,MUNCHIRAI,529,Kanniyakumari,393999
