class,age,male,female
0,0 to 1,1545.88,1439.79
1,1 to 5,6172.67,5739.11
10,10 to 15,7534.57,7133.67
15,15 to 20,6174.54,6499.23
20,20 to 25,5881.98,6373.36
25,25 to 30,6200.75,6087.14
30,30 to 35,5626.49,5737.21
35,35 to 40,5271.79,5461.33
40,40 to 45,4962.38,5118.47
45,45 to 50,4403.17,4404.62
5,5 to 10,8975.84,8443.3
50,50 to 55,3626.81,3831.27
55,55 to 60,2741.84,3024.65
60,60 to 65,2281.44,3161.32
65,65 to 70,1495.69,2078.44
70,70 to 75,734.75,1216.19
75,75 to 80,321.26,536.06
80,80 and over,255.58,430.46
