class,age,male,female
0,0 to 1,816.84,746.13
1,1 to 5,3261.65,2974.12
10,10 to 15,4317.81,4120.38
15,15 to 20,4316,4176.31
20,20 to 25,4365.55,4210.88
25,25 to 30,4315.24,4067.04
30,30 to 35,3983.62,3835.45
35,35 to 40,3714.63,3455.52
40,40 to 45,3313.3,3201.23
45,45 to 50,3032.06,2777.29
5,5 to 10,4224.13,3905.24
50,50 to 55,2435.84,2404.03
55,55 to 60,2140.1,1911.26
60,60 to 65,1556.16,1598.15
65,65 to 70,1038.58,1076.63
70,70 to 75,660.33,711.08
75,75 to 80,376.37,430.87
80,80 and over,292.12,326.96
