class,age,male,female
0,0 to 1,965.3,907.48
1,1 to 5,3854.43,3617.27
10,10 to 15,4268.61,4071.02
15,15 to 20,3492.82,3691.02
20,20 to 25,3507.15,3774.54
25,25 to 30,3769.19,3578.42
30,30 to 35,3470.3,3349.61
35,35 to 40,3183.14,3222.45
40,40 to 45,2976.22,2987.57
45,45 to 50,2720.53,2611.62
5,5 to 10,5028.39,4911.17
50,50 to 55,2210.01,2183.54
55,55 to 60,1773.14,1854.27
60,60 to 65,1604.66,1958.53
65,65 to 70,1023.08,1219.45
70,70 to 75,477.28,658.89
75,75 to 80,215.03,324.12
80,80 and over,152.27,235.39
