class,age,male,female
0,0 to 1,859.51,804.66
1,1 to 5,3432,3207.43
10,10 to 15,4640.49,4405.31
15,15 to 20,4001.27,3855.72
20,20 to 25,3726,3822.54
25,25 to 30,3796.58,3716.16
30,30 to 35,3474.12,3448.76
35,35 to 40,3249.68,3286.75
40,40 to 45,3057.2,3149.52
45,45 to 50,2846.02,2810.86
5,5 to 10,4794.47,4397.83
50,50 to 55,2426.06,2537.22
55,55 to 60,2095.02,2054.88
60,60 to 65,1687.93,1719.34
65,65 to 70,1078.77,1116.05
70,70 to 75,640.55,799.55
75,75 to 80,383.38,487.36
80,80 and over,291.63,367.38
