class,age,male,female
0,0 to 1,1252.25,1094.87
1,1 to 5,5000.23,4364.24
10,10 to 15,7235.18,6937.32
15,15 to 20,7015.2,6918.19
20,20 to 25,6898.71,6311.17
25,25 to 30,6490.85,6205.09
30,30 to 35,5970.04,6029.76
35,35 to 40,5481.43,5547
40,40 to 45,5104.06,5007.83
45,45 to 50,4483.66,4225.98
5,5 to 10,6731.27,6044.23
50,50 to 55,3760.96,3991.68
55,55 to 60,3325.44,3303.23
60,60 to 65,2856.81,2913
65,65 to 70,1958.21,1912.34
70,70 to 75,1391.73,1531.85
75,75 to 80,905.64,911.73
80,80 and over,734.07,796.21
