class,age,male,female
0,0 to 1,834.1,760.34
1,1 to 5,3330.57,3030.77
10,10 to 15,4589.5,4271.17
15,15 to 20,4410.16,4195.43
20,20 to 25,4504.27,4237.84
25,25 to 30,4694.62,4426.65
30,30 to 35,4363.11,3994.7
35,35 to 40,3890.67,3610.01
40,40 to 45,3413.1,3207.97
45,45 to 50,3071.59,2854.06
5,5 to 10,4409.83,4062.83
50,50 to 55,2635.54,2537.97
55,55 to 60,2217.38,2035.59
60,60 to 65,1725.71,1666.81
65,65 to 70,1274.72,1214.91
70,70 to 75,827.3,917.03
75,75 to 80,603.23,643.21
80,80 and over,465.34,544.88
