class,age,male,female
0,0 to 1,218.9,196.12
1,1 to 5,874.05,781.73
10,10 to 15,1291.28,1182.07
15,15 to 20,1339.85,1317.6
20,20 to 25,1458.02,1420.71
25,25 to 30,1550.03,1497.34
30,30 to 35,1424.49,1315.89
35,35 to 40,1246.63,1175.69
40,40 to 45,1157.75,1115.79
45,45 to 50,1032.08,1004.52
5,5 to 10,1120.64,1005.56
50,50 to 55,944.28,957.98
55,55 to 60,858.94,802.66
60,60 to 65,686.96,624.54
65,65 to 70,484.62,471.63
70,70 to 75,380.19,422.21
75,75 to 80,314.11,310.72
80,80 and over,242.61,247.48
