class,age,male,female
0,0 to 1,1020.36,909.28
1,1 to 5,4074.3,3624.44
10,10 to 15,5828.79,5480.55
15,15 to 20,5583.6,5764.65
20,20 to 25,5579.81,5789.52
25,25 to 30,5568.94,5753.87
30,30 to 35,5173.48,5160.64
35,35 to 40,4593.7,4620.96
40,40 to 45,4230.37,4261.32
45,45 to 50,3833.23,3935.66
5,5 to 10,5141.09,4661.1
50,50 to 55,3490.8,3688.95
55,55 to 60,3197.23,3143.8
60,60 to 65,2709.13,2553.87
65,65 to 70,2014.76,1952.76
70,70 to 75,1515.06,1671.3
75,75 to 80,1247.28,1254.74
80,80 and over,884.72,946.6
