class,age,male,female
0,0 to 1,1162.92,1080.62
1,1 to 5,4643.53,4307.44
10,10 to 15,5853.15,5574.5
15,15 to 20,4864.73,4853.35
20,20 to 25,4568.22,4565.94
25,25 to 30,4745.73,4534.29
30,30 to 35,4689.54,4666.14
35,35 to 40,4529.65,4286.41
40,40 to 45,4070.56,4008.65
45,45 to 50,3611.46,3516.6
5,5 to 10,5876.24,5475.15
50,50 to 55,3130.24,3157.79
55,55 to 60,2650.36,2827.69
60,60 to 65,2460.74,2539.27
65,65 to 70,1523.27,1653.78
70,70 to 75,900.41,1168.28
75,75 to 80,501.99,720.41
80,80 and over,409.87,556.76
