class,age,male,female
0,0 to 1,1035.48,921.44
1,1 to 5,4134.66,3672.92
10,10 to 15,5517.59,5097.7
15,15 to 20,5491.58,5517.09
20,20 to 25,5923.89,5777.57
25,25 to 30,5781.73,5503.66
30,30 to 35,5229.04,4903.1
35,35 to 40,4646.2,4384.18
40,40 to 45,4125.92,3958.94
45,45 to 50,3660.1,3618.25
5,5 to 10,5097.75,4627.59
50,50 to 55,3236.09,3329.34
55,55 to 60,2884.89,2877.96
60,60 to 65,2459.65,2274.41
65,65 to 70,1647.23,1594.64
70,70 to 75,1238.85,1315.03
75,75 to 80,903.11,909.96
80,80 and over,711.48,732.05
