class,age,male,female
0,0 to 1,749.09,684.4
1,1 to 5,2991.12,2728.08
10,10 to 15,3953.49,3772.15
15,15 to 20,3946.32,3819.84
20,20 to 25,3991.84,3853.04
25,25 to 30,3948.48,3721.64
30,30 to 35,3645.62,3508.96
35,35 to 40,3398.05,3160.87
40,40 to 45,3031.06,2928.6
45,45 to 50,2773.8,2540.67
5,5 to 10,3872.51,3581.12
50,50 to 55,2228.64,2199.56
55,55 to 60,1957.49,1749.06
60,60 to 65,1424.31,1462.69
65,65 to 70,949.91,984.34
70,70 to 75,603.53,650.47
75,75 to 80,343.92,394.02
80,80 and over,267.02,298.87
