class,age,male,female
0,0 to 1,1846.4,1679.23
1,1 to 5,7372.67,6693.54
10,10 to 15,10373.32,9789.83
15,15 to 20,9839.99,9957.01
20,20 to 25,9924.15,9712.08
25,25 to 30,9760.34,9480.22
30,30 to 35,9065.35,8591.56
35,35 to 40,7982.44,7659
40,40 to 45,7207.44,7037.82
45,45 to 50,6478.09,6350.26
5,5 to 10,9342.34,8536.22
50,50 to 55,5873.01,5709.78
55,55 to 60,4781.47,4496.23
60,60 to 65,3737.65,3522.7
65,65 to 70,2731.54,2664.52
70,70 to 75,2120.11,2338.62
75,75 to 80,1514.96,1556.11
80,80 and over,1159.81,1291.23
