class,age,male,female
0,0 to 1,865.21,771.02
1,1 to 5,3454.78,3073.36
10,10 to 15,4942.12,4647.95
15,15 to 20,4728.68,4885.37
20,20 to 25,4720.45,4903.03
25,25 to 30,4708.4,4869.86
30,30 to 35,4374.28,4368.12
35,35 to 40,3884.22,3911.16
40,40 to 45,3576.89,3606.34
45,45 to 50,3241.94,3331.96
5,5 to 10,4359.12,3952.7
50,50 to 55,2953.14,3123.12
55,55 to 60,2704.99,2662.26
60,60 to 65,2293.98,2163.51
65,65 to 70,1707.18,1654.72
70,70 to 75,1283.44,1415.95
75,75 to 80,1056.74,1063.28
80,80 and over,748.75,801.49
