class,age,male,female
0,0 to 1,1224.8,1153.81
1,1 to 5,4890.61,4599.15
10,10 to 15,6020.88,5757.57
15,15 to 20,5049.3,5123.78
20,20 to 25,4780.73,4802.17
25,25 to 30,4883.78,4624.12
30,30 to 35,4668.53,4653.29
35,35 to 40,4321.96,4116.59
40,40 to 45,3914.93,4014.75
45,45 to 50,3633.43,3494.54
5,5 to 10,5865.02,5673.05
50,50 to 55,3055.62,3240.49
55,55 to 60,2716.78,2940.22
60,60 to 65,2881.14,3015.48
65,65 to 70,1729.4,1884.68
70,70 to 75,1010.91,1268.65
75,75 to 80,528.74,812.13
80,80 and over,466.1,699.27
