class,age,male,female
0,0 to 1,474.47,418.37
1,1 to 5,1894.56,1667.64
10,10 to 15,2618.99,2431.98
15,15 to 20,2865.13,2752.9
20,20 to 25,3095.24,2866.98
25,25 to 30,3128.3,2937.47
30,30 to 35,2930.88,2683.59
35,35 to 40,2645.07,2431.11
40,40 to 45,2416.87,2187.02
45,45 to 50,2141.39,1952.79
5,5 to 10,2360.57,2104.29
50,50 to 55,1830.79,1771.12
55,55 to 60,1671.44,1471.35
60,60 to 65,1308.59,1185.11
65,65 to 70,914.82,868.77
70,70 to 75,674.92,714.66
75,75 to 80,533.39,527.73
80,80 and over,415.41,438.19
