class,age,male,female
0,0 to 1,4540.71,4148.62
1,1 to 5,18131.02,16536.69
10,10 to 15,23984.7,22885.56
15,15 to 20,23946.27,23168.41
20,20 to 25,24206.99,23353.88
25,25 to 30,23929.98,22551.23
30,30 to 35,22085.67,21267.03
35,35 to 40,20594.32,19159.75
40,40 to 45,18367.1,17748.29
45,45 to 50,16810.49,15397.26
5,5 to 10,23479.97,21711.78
50,50 to 55,13498.68,13323.87
55,55 to 60,11857.11,10590.95
60,60 to 65,8616.11,8859.09
65,65 to 70,5750.53,5966.76
70,70 to 75,3652.41,3935.26
75,75 to 80,2079.8,2383.06
80,80 and over,1613.79,1806.83
