class,age,male,female
0,0 to 1,1071.07,966.79
1,1 to 5,4276.76,3853.67
10,10 to 15,6362.09,5871.61
15,15 to 20,6424.15,6260.24
20,20 to 25,7140.87,6764.65
25,25 to 30,7029.44,6725.48
30,30 to 35,6557.3,6136.85
35,35 to 40,6005.7,5664.99
40,40 to 45,5530.07,5239.81
45,45 to 50,4941.75,4656.33
5,5 to 10,5627.76,5026.48
50,50 to 55,4253.73,4162.92
55,55 to 60,3641.49,3499.43
60,60 to 65,3052.51,2809.18
65,65 to 70,2171.59,2132.32
70,70 to 75,1599.81,1720.77
75,75 to 80,1203.06,1224.17
80,80 and over,937.68,1013.17
