class,age,male,female
0,0 to 1,941.18,805.46
1,1 to 5,3758.12,3210.62
10,10 to 15,5148.87,4742.7
15,15 to 20,4889.09,4842.63
20,20 to 25,5051.6,4895.79
25,25 to 30,4970.43,4662.02
30,30 to 35,4853.83,4503.87
35,35 to 40,4373.43,3988.77
40,40 to 45,3861.34,3571.76
45,45 to 50,3380.17,3057.87
5,5 to 10,4660.35,4085.69
50,50 to 55,2868.32,2755.39
55,55 to 60,2553.85,2288.94
60,60 to 65,2105.15,1953.31
65,65 to 70,1386.51,1243.21
70,70 to 75,961.26,922.42
75,75 to 80,580.47,561.88
80,80 and over,514.66,477.35
