class,age,male,female
0,0 to 1,1728.49,1606.01
1,1 to 5,6901.85,6401.68
10,10 to 15,8696.37,8279.41
15,15 to 20,7226.02,7195.59
20,20 to 25,6775.23,6760.7
25,25 to 30,7046.42,6727.37
30,30 to 35,6983.39,6950.98
35,35 to 40,6752.48,6381.01
40,40 to 45,6059.1,5961.94
45,45 to 50,5374.79,5234.45
5,5 to 10,8717.24,8119.19
50,50 to 55,4661.06,4696.84
55,55 to 60,3941.4,4204.81
60,60 to 65,3649.54,3766.48
65,65 to 70,2263.51,2460.64
70,70 to 75,1339.81,1740.55
75,75 to 80,746.64,1075
80,80 and over,610.77,829.29
