class,age,male,female
0,0 to 1,1438.53,1331.8
1,1 to 5,5744.02,5308.66
10,10 to 15,7864.34,7467.34
15,15 to 20,8746.43,8816.63
20,20 to 25,8648.43,8153.58
25,25 to 30,8391.36,7665.93
30,30 to 35,8009.22,7420.39
35,35 to 40,7376.83,6869
40,40 to 45,6695.21,6537
45,45 to 50,5963.55,5734.82
5,5 to 10,6675.02,6157.55
50,50 to 55,5243.68,5308.94
55,55 to 60,4666.43,4490.86
60,60 to 65,3914.86,3826.57
65,65 to 70,2701.91,2805.01
70,70 to 75,1844.98,2034.58
75,75 to 80,1047.48,1286.3
80,80 and over,871.63,984.98
