class,age,male,female
0,0 to 1,1176.78,1098.91
1,1 to 5,4698.85,4380.33
10,10 to 15,5500.28,5159.52
15,15 to 20,4980.01,5031.59
20,20 to 25,5074.67,5272.57
25,25 to 30,5339.18,5066.18
30,30 to 35,4986.4,4630.04
35,35 to 40,4429.42,4142.43
40,40 to 45,4017.42,3935.25
45,45 to 50,3689.27,3442.15
5,5 to 10,5873.62,5529.15
50,50 to 55,3077.43,3088.65
55,55 to 60,2651.02,2527.21
60,60 to 65,2136.93,2110.87
65,65 to 70,1329.31,1297.31
70,70 to 75,794.67,945.47
75,75 to 80,472.96,561.88
80,80 and over,371.21,431.23
