class,age,male,female
0,0 to 1,1084.75,919.1
1,1 to 5,4331.39,3663.59
10,10 to 15,5555.86,5143.5
15,15 to 20,5646.32,5395.48
20,20 to 25,5653.34,5499.2
25,25 to 30,5680.63,5476.47
30,30 to 35,5551.51,5196.73
35,35 to 40,5132.79,4602.85
40,40 to 45,4459.24,4173.55
45,45 to 50,3900.79,3702.94
5,5 to 10,5227.29,4659.59
50,50 to 55,3405.58,3485.9
55,55 to 60,3200.01,3001.74
60,60 to 65,2736.17,2502.64
65,65 to 70,1829.03,1662.57
70,70 to 75,1270.05,1231.8
75,75 to 80,820.45,769.8
80,80 and over,642.65,597.24
