class,age,male,female
0,0 to 1,339.74,317.81
1,1 to 5,1356.57,1266.82
10,10 to 15,1831.95,1737.56
15,15 to 20,1583.97,1524.11
20,20 to 25,1477.07,1513.61
25,25 to 30,1505.41,1472.39
30,30 to 35,1378.5,1366.33
35,35 to 40,1288,1300.48
40,40 to 45,1210.15,1244.88
45,45 to 50,1125.82,1110.82
5,5 to 10,1892.07,1734.89
50,50 to 55,959.43,1002.51
55,55 to 60,828.89,811.98
60,60 to 65,666.83,679.6
65,65 to 70,426.85,441.4
70,70 to 75,253.37,315.53
75,75 to 80,151.71,192.52
80,80 and over,115.05,145.22
