class,age,male,female
0,0 to 1,613.48,577.19
1,1 to 5,2449.64,2300.71
10,10 to 15,2665.64,2548.84
15,15 to 20,2141.36,2280.69
20,20 to 25,2136.79,2315.41
25,25 to 30,2302.06,2174.02
30,30 to 35,2112.64,2043.09
35,35 to 40,1940.43,1966.73
40,40 to 45,1822.24,1837.41
45,45 to 50,1671.95,1606.86
5,5 to 10,3191.63,3127
50,50 to 55,1358.93,1336.41
55,55 to 60,1088.86,1135.32
60,60 to 65,987.98,1212.31
65,65 to 70,625.55,750.68
70,70 to 75,290.05,405.4
75,75 to 80,128.57,197.34
80,80 and over,90.79,139.5
