class,age,male,female
0,0 to 1,1056.49,985.44
1,1 to 5,4218.56,3928.04
10,10 to 15,5717.12,5413.3
15,15 to 20,4989.29,4803.01
20,20 to 25,4713.56,4772.55
25,25 to 30,4826.67,4697.56
30,30 to 35,4428.35,4338.08
35,35 to 40,4105.5,4094.05
40,40 to 45,3819.25,3884.35
45,45 to 50,3537.81,3466.48
5,5 to 10,5856.65,5374.63
50,50 to 55,3017.28,3126.11
55,55 to 60,2596.08,2528.47
60,60 to 65,2089.56,2112.7
65,65 to 70,1362.39,1390.15
70,70 to 75,822.83,1006.18
75,75 to 80,509.94,625.78
80,80 and over,388.67,481
