class,age,male,female
0,0 to 1,735.01,683.53
1,1 to 5,2934.88,2724.59
10,10 to 15,3717.26,3572.8
15,15 to 20,3214.48,3255.99
20,20 to 25,2895.68,3077.36
25,25 to 30,2929.63,2900.55
30,30 to 35,2661.54,2774.29
35,35 to 40,2527.03,2627.64
40,40 to 45,2319.75,2419
45,45 to 50,2070.42,2009.45
5,5 to 10,4141.18,3911.74
50,50 to 55,1645.42,1841.09
55,55 to 60,1374.63,1543.41
60,60 to 65,1207.61,1472.41
65,65 to 70,707.59,872.06
70,70 to 75,419.04,582.85
75,75 to 80,217.42,293.62
80,80 and over,156.98,237.86
