class,age,male,female
0,0 to 1,1023.29,959.51
1,1 to 5,4086,3824.69
10,10 to 15,5272.87,5082.55
15,15 to 20,4022.32,4347.33
20,20 to 25,3972.99,4412.22
25,25 to 30,4141.71,4083.73
30,30 to 35,3635.6,3614.17
35,35 to 40,3382.55,3442.03
40,40 to 45,3227.67,3282.56
45,45 to 50,2870.46,2798.56
5,5 to 10,5729.07,5421.7
50,50 to 55,2408.9,2557.68
55,55 to 60,2096.84,2289.67
60,60 to 65,2161.71,2257.63
65,65 to 70,1187.45,1253.02
70,70 to 75,616.82,830.86
75,75 to 80,349.34,456.74
80,80 and over,242.39,354.88
