class,age,male,female
0,0 to 1,369.77,344.4
1,1 to 5,1476.49,1372.79
10,10 to 15,1800.87,1705.3
15,15 to 20,1474.36,1552.65
20,20 to 25,1404.07,1522.42
25,25 to 30,1480.76,1453.52
30,30 to 35,1343.15,1369.74
35,35 to 40,1258.47,1303.73
40,40 to 45,1184.71,1222.17
45,45 to 50,1051.25,1051.6
5,5 to 10,2147.36,2020.09
50,50 to 55,865.75,914.27
55,55 to 60,654.11,721.16
60,60 to 65,543.63,754.08
65,65 to 70,356.29,495.93
70,70 to 75,175.05,290.34
75,75 to 80,76.47,127.87
80,80 and over,60.95,102.69
