class,age,male,female
0,0 to 1,997.42,933.82
1,1 to 5,3982.68,3722.25
10,10 to 15,5383.1,5109.89
15,15 to 20,4641.2,4472.47
20,20 to 25,4321.36,4433.46
25,25 to 30,4403.06,4309.1
30,30 to 35,4028.59,3998.93
35,35 to 40,3767.98,3810.67
40,40 to 45,3544.38,3651.39
45,45 to 50,3299.69,3258.7
5,5 to 10,5561.94,5102.21
50,50 to 55,2812.22,2941.15
55,55 to 60,2428.38,2381.92
60,60 to 65,1956.11,1993.23
65,65 to 70,1250.2,1293.77
70,70 to 75,742.05,926.38
75,75 to 80,444.05,564.52
80,80 and over,337.73,425.51
