class,age,male,female
0,0 to 1,674.11,627.86
1,1 to 5,2691.73,2502.67
10,10 to 15,3283.12,3108.9
15,15 to 20,2687.87,2830.57
20,20 to 25,2559.72,2775.41
25,25 to 30,2699.51,2649.84
30,30 to 35,2448.73,2497.18
35,35 to 40,2294.37,2376.81
40,40 to 45,2159.86,2228.12
45,45 to 50,1916.54,1917.16
5,5 to 10,3914.61,3682.58
50,50 to 55,1578.38,1666.81
55,55 to 60,1192.58,1314.81
60,60 to 65,991.21,1374.76
65,65 to 70,649.6,904.13
70,70 to 75,319.19,529.34
75,75 to 80,139.45,233.18
80,80 and over,111.16,187.26
