class,age,male,female
0,0 to 1,1630.95,1526.69
1,1 to 5,6512.36,6085.48
10,10 to 15,8806.19,8359.17
15,15 to 20,7596.16,7319.62
20,20 to 25,7077.05,7257.18
25,25 to 30,7212.37,7058.22
30,30 to 35,6600.38,6549.21
35,35 to 40,6172.07,6239.45
40,40 to 45,5804.27,5976.97
45,45 to 50,5402.42,5334.27
5,5 to 10,9095.83,8343.47
50,50 to 55,4605.31,4814.84
55,55 to 60,3976.42,3899.34
60,60 to 65,3203.69,3262.49
65,65 to 70,2048.88,2118.67
70,70 to 75,1217.3,1518.39
75,75 to 80,729.47,926.15
80,80 and over,554.93,698.62
