class,age,male,female
0,0 to 1,1005.04,918.04
1,1 to 5,4013.13,3659.36
10,10 to 15,5319.93,5076.45
15,15 to 20,5351.55,5182.65
20,20 to 25,5443.12,5229.62
25,25 to 30,5373.75,5040.84
30,30 to 35,4952.63,4743.98
35,35 to 40,4601.79,4271.61
40,40 to 45,4100.56,3958.7
45,45 to 50,3749.26,3440.05
5,5 to 10,5178.17,4788.27
50,50 to 55,3021.83,2981.49
55,55 to 60,2657.74,2370.07
60,60 to 65,1936.41,1983.19
65,65 to 70,1296.27,1338.53
70,70 to 75,823.74,888.73
75,75 to 80,474,545.48
80,80 and over,371.69,415.83
