class,age,male,female
0,0 to 1,206.3,181.76
1,1 to 5,823.74,724.53
10,10 to 15,1135.04,1054.7
15,15 to 20,1245.22,1194.96
20,20 to 25,1344.97,1242.47
25,25 to 30,1356.06,1271.3
30,30 to 35,1271.7,1163.72
35,35 to 40,1149.41,1054.96
40,40 to 45,1049.43,946.48
45,45 to 50,929.5,844.7
5,5 to 10,1024.96,913.36
50,50 to 55,791.91,764.04
55,55 to 60,723.11,634.39
60,60 to 65,565.42,511.91
65,65 to 70,395.03,374.64
70,70 to 75,290.45,306.67
75,75 to 80,228.93,226.5
80,80 and over,178.42,188.56
