class,age,male,female
0,0 to 1,799.02,747.68
1,1 to 5,3190.48,2980.3
10,10 to 15,4319.16,4096.9
15,15 to 20,3767.85,3621.43
20,20 to 25,3520.41,3596.89
25,25 to 30,3579.71,3495.81
30,30 to 35,3277.27,3244.75
35,35 to 40,3067.65,3098.4
40,40 to 45,2880.57,2954.74
45,45 to 50,2677.85,2634.42
5,5 to 10,4441.77,4075.76
50,50 to 55,2285.69,2370.53
55,55 to 60,1971.27,1919.24
60,60 to 65,1571.94,1599
65,65 to 70,1013.66,1048.57
70,70 to 75,600.61,748.48
75,75 to 80,364.24,461.96
80,80 and over,277.84,351.6
