class,age,male,female
0,0 to 1,572.3,516.91
1,1 to 5,2285.18,2060.42
10,10 to 15,3405.81,3146.53
15,15 to 20,3429.53,3349.25
20,20 to 25,3813.05,3616.33
25,25 to 30,3756.21,3592.87
30,30 to 35,3498.91,3276.44
35,35 to 40,3206.24,3026.5
40,40 to 45,2955.9,2804.4
45,45 to 50,2642.93,2492.79
5,5 to 10,3007.15,2686.32
50,50 to 55,2275.37,2229.61
55,55 to 60,1945.58,1875.3
60,60 to 65,1636.57,1508.54
65,65 to 70,1166.52,1148.94
70,70 to 75,860.96,927.69
75,75 to 80,648.29,660.11
80,80 and over,503.8,544.87
