class,age,male,female
0,0 to 1,722.14,693.52
1,1 to 5,2883.49,2764.41
10,10 to 15,3261.77,3110.73
15,15 to 20,2525.62,2576.58
20,20 to 25,2370.99,2560.34
25,25 to 30,2673.74,2484.69
30,30 to 35,2413.06,2326.06
35,35 to 40,2251.49,2148.02
40,40 to 45,1948.32,1891.08
45,45 to 50,1762.47,1714.33
5,5 to 10,3686.02,3605.82
50,50 to 55,1457.79,1422.44
55,55 to 60,1168.19,1236.6
60,60 to 65,1011.04,1132.43
65,65 to 70,638.75,764.16
70,70 to 75,353.8,478.13
75,75 to 80,175.21,253.61
80,80 and over,134.8,199.05
