class,age,male,female
0,0 to 1,289.08,271.93
1,1 to 5,1154.3,1083.92
10,10 to 15,1219.06,1141.21
15,15 to 20,900.53,982.69
20,20 to 25,925.9,995.15
25,25 to 30,1063.28,979.55
30,30 to 35,941.67,866.66
35,35 to 40,818.16,794.82
40,40 to 45,762.83,699.23
45,45 to 50,636.57,592.05
5,5 to 10,1478.49,1463.04
50,50 to 55,510.4,485.2
55,55 to 60,380.64,407.34
60,60 to 65,383.95,491.45
65,65 to 70,245.56,308.79
70,70 to 75,124.62,182.16
75,75 to 80,59.09,85.86
80,80 and over,44.85,76.1
