class,age,male,female
0,0 to 1,979.61,878.1
1,1 to 5,3911.58,3500.16
10,10 to 15,5790.33,5298.38
15,15 to 20,5998.61,5903.13
20,20 to 25,6529.06,6371.61
25,25 to 30,6951.48,6720.64
30,30 to 35,6384.9,5899.66
35,35 to 40,5582.53,5268.98
40,40 to 45,5187.06,5008.25
45,45 to 50,4624.9,4509.86
5,5 to 10,5019.52,4504.95
50,50 to 55,4239.7,4306.74
55,55 to 60,3856.11,3609.31
60,60 to 65,3085.89,2805.78
65,65 to 70,2177.48,2120.5
70,70 to 75,1711.03,1902.37
75,75 to 80,1415.19,1399.9
80,80 and over,1092.82,1113.81
