class,age,male,female
0,0 to 1,1873.32,1702.83
1,1 to 5,7480.13,6787.58
10,10 to 15,10535.54,9945.86
15,15 to 20,9998.3,10137.69
20,20 to 25,10075.71,9887.88
25,25 to 30,9893.87,9635
30,30 to 35,9188.92,8731.64
35,35 to 40,8092.59,7785.45
40,40 to 45,7318.55,7161.01
45,45 to 50,6579.61,6467.81
5,5 to 10,9464.47,8644.15
50,50 to 55,5975.48,5823.13
55,55 to 60,4877.76,4594.84
60,60 to 65,3820.46,3598.71
65,65 to 70,2793.34,2727.06
70,70 to 75,2174.78,2399.43
75,75 to 80,1561.34,1601.91
80,80 and over,1191.78,1324.09
