class,age,male,female
0,0 to 1,2512.82,2345.94
1,1 to 5,10033.66,9351.08
10,10 to 15,11804.37,11075.67
15,15 to 20,10708.1,10788.49
20,20 to 25,10871.85,11261.05
25,25 to 30,11397.35,10803.88
30,30 to 35,10623.89,9887.49
35,35 to 40,9458.4,8851.95
40,40 to 45,8569.89,8397.96
45,45 to 50,7874.26,7344.96
5,5 to 10,12558.36,11814.99
50,50 to 55,6548.71,6575.13
55,55 to 60,5643.5,5370.33
60,60 to 65,4521.92,4491.66
65,65 to 70,2822.54,2772.45
70,70 to 75,1684.68,2000.78
75,75 to 80,999.16,1187.12
80,80 and over,782.35,909.72
