class,age,male,female
0,0 to 1,815.66,718.56
1,1 to 5,3256.92,2864.21
10,10 to 15,4484.88,4167.16
15,15 to 20,4923.24,4722.07
20,20 to 25,5317.82,4909.58
25,25 to 30,5357.55,5021.8
30,30 to 35,5026.33,4599.17
35,35 to 40,4544.36,4169.9
40,40 to 45,4147.7,3738.35
45,45 to 50,3673.28,3335.8
5,5 to 10,4052.43,3610.89
50,50 to 55,3127.27,3015.09
55,55 to 60,2855.39,2503.11
60,60 to 65,2231.58,2019.91
65,65 to 70,1558.56,1477.06
70,70 to 75,1144.71,1207.62
75,75 to 80,901.39,891.79
80,80 and over,702.93,743.14
