class,age,male,female
0,0 to 1,1852.21,1729.68
1,1 to 5,7395.87,6894.61
10,10 to 15,8657.01,8120.71
15,15 to 20,7837.94,7919.15
20,20 to 25,7986.79,8298.42
25,25 to 30,8403.28,7973.61
30,30 to 35,7848.11,7287.22
35,35 to 40,6971.49,6519.77
40,40 to 45,6323.07,6193.77
45,45 to 50,5806.64,5417.61
5,5 to 10,9244.95,8702.84
50,50 to 55,4843.57,4861.21
55,55 to 60,4172.4,3977.5
60,60 to 65,3363.23,3322.29
65,65 to 70,2092.11,2041.74
70,70 to 75,1250.57,1487.94
75,75 to 80,744.22,884.22
80,80 and over,584.12,678.6
