class,age,male,female
0,0 to 1,1269.51,1129.52
1,1 to 5,5069.13,4502.34
10,10 to 15,6775.36,6261.38
15,15 to 20,6740.83,6775.2
20,20 to 25,7263.67,7090.06
25,25 to 30,7090.27,6758.45
30,30 to 35,6414.62,6021.22
35,35 to 40,5699.57,5384.08
40,40 to 45,5064.02,4862.86
45,45 to 50,4493.43,4445.83
5,5 to 10,6251.92,5674.46
50,50 to 55,3975.62,4092.47
55,55 to 60,3546.22,3537.3
60,60 to 65,3023.67,2796.44
65,65 to 70,2029.37,1964.59
70,70 to 75,1527.01,1621.79
75,75 to 80,1116.44,1124.54
80,80 and over,877.57,903.49
