class,age,male,female
0,0 to 1,619.7,566.07
1,1 to 5,2474.46,2256.41
10,10 to 15,3277.76,3127.55
15,15 to 20,3288.55,3183.43
20,20 to 25,3337.32,3210.9
25,25 to 30,3295.54,3096.14
30,30 to 35,3039.49,2917.52
35,35 to 40,2828.4,2627.69
40,40 to 45,2521.03,2434.96
45,45 to 50,2305.47,2114.2
5,5 to 10,3196.63,2955.74
50,50 to 55,1855.6,1831.47
55,55 to 60,1631.45,1456.36
60,60 to 65,1188.04,1219.08
65,65 to 70,795.04,822.88
70,70 to 75,505.06,545.11
75,75 to 80,289.61,333.26
80,80 and over,226.33,253.72
