class,age,male,female
0,0 to 1,1730.35,1458.46
1,1 to 5,6909.27,5813.54
10,10 to 15,8886.25,8222.98
15,15 to 20,9081.8,8651.82
20,20 to 25,9076.84,8807.14
25,25 to 30,9109.95,8792.17
30,30 to 35,8924.89,8357.86
35,35 to 40,8269.49,7399.35
40,40 to 45,7170.22,6698.66
45,45 to 50,6259.78,5947.66
5,5 to 10,8320.19,7397.46
50,50 to 55,5476,5613.32
55,55 to 60,5167.33,4844.34
60,60 to 65,4428.91,4039.45
65,65 to 70,2967.64,2690.56
70,70 to 75,2067.79,1992.39
75,75 to 80,1337.9,1246.07
80,80 and over,1046.37,965.64
