class,age,male,female
0,0 to 1,947.55,793.35
1,1 to 5,3783.56,3162.37
10,10 to 15,5211.57,4735.28
15,15 to 20,5129.55,4703.16
20,20 to 25,5269.68,4663
25,25 to 30,5457.27,5047.65
30,30 to 35,5145.13,4808.38
35,35 to 40,4872.06,4345.19
40,40 to 45,4261.95,3803.34
45,45 to 50,3782.38,3436.91
5,5 to 10,4918.77,4139.89
50,50 to 55,3187.26,3297.2
55,55 to 60,3209.02,2983.87
60,60 to 65,2882.51,2520.22
65,65 to 70,1917.78,1705.2
70,70 to 75,1345.16,1301.2
75,75 to 80,976.02,902.88
80,80 and over,857.15,777.29
