class,age,male,female
0,0 to 1,848.7,795.67
1,1 to 5,3388.85,3171.61
10,10 to 15,4368.16,4213.11
15,15 to 20,3326,3602.34
20,20 to 25,3290.83,3665.52
25,25 to 30,3430.69,3386.18
30,30 to 35,3006.45,2987.32
35,35 to 40,2795.19,2848.65
40,40 to 45,2672.83,2723.59
45,45 to 50,2378.27,2320.61
5,5 to 10,4770.3,4514.4
50,50 to 55,1995.65,2120.21
55,55 to 60,1732.9,1896.9
60,60 to 65,1790.37,1875.61
65,65 to 70,980.15,1037.65
70,70 to 75,505.41,686.54
75,75 to 80,286.67,377.14
80,80 and over,197.92,293.12
