class,age,male,female
0,0 to 1,1683.03,1483.73
1,1 to 5,6720.31,5914.26
10,10 to 15,9232.6,8576.72
15,15 to 20,10066.41,9687.72
20,20 to 25,10871.22,10074.41
25,25 to 30,10932.16,10255.88
30,30 to 35,10230.76,9375.45
35,35 to 40,9240.1,8493.13
40,40 to 45,8420.89,7618.61
45,45 to 50,7458.72,6809.04
5,5 to 10,8353.95,7454.05
50,50 to 55,6364.47,6162.31
55,55 to 60,5803.4,5129.93
60,60 to 65,4561.42,4135.3
65,65 to 70,3177.99,3016.98
70,70 to 75,2338.38,2468.35
75,75 to 80,1833.28,1815.72
80,80 and over,1429.86,1509.3
