class,age,male,female
0,0 to 1,360.7,336.85
1,1 to 5,1440.27,1342.69
10,10 to 15,1688.52,1584.14
15,15 to 20,1527.91,1542.95
20,20 to 25,1555.43,1615.92
25,25 to 30,1636.02,1552.85
30,30 to 35,1527.63,1419.4
35,35 to 40,1357.69,1270.77
40,40 to 45,1231.88,1207.35
45,45 to 50,1131.43,1056.29
5,5 to 10,1802.51,1696.32
50,50 to 55,944,947.87
55,55 to 60,813.21,775.47
60,60 to 65,655.5,647.74
65,65 to 70,407.88,398.33
70,70 to 75,243.79,290.23
75,75 to 80,145.09,172.52
80,80 and over,113.84,132.37
