class,age,male,female
0,0 to 1,1300.24,1203.68
1,1 to 5,5191.85,4797.96
10,10 to 15,7104.58,6746.95
15,15 to 20,7900.17,7962.85
20,20 to 25,7810.24,7359.28
25,25 to 30,7576.31,6918.46
30,30 to 35,7228.28,6695.62
35,35 to 40,6656.69,6196.42
40,40 to 45,6039.37,5895.87
45,45 to 50,5378.63,5171.85
5,5 to 10,6032.7,5565.25
50,50 to 55,4729.58,4789.47
55,55 to 60,4210.43,4054.41
60,60 to 65,3536.96,3456.39
65,65 to 70,2441.26,2531.76
70,70 to 75,1665.52,1835.64
75,75 to 80,945.52,1160.15
80,80 and over,787.06,889.46
