class,age,male,female
0,0 to 1,835.69,728.49
1,1 to 5,3336.92,2903.8
10,10 to 15,4815.51,4605.01
15,15 to 20,4665.16,4583.46
20,20 to 25,4593.47,4192.74
25,25 to 30,4348.51,4147.23
30,30 to 35,4004.07,4027.68
35,35 to 40,3686.31,3701.56
40,40 to 45,3418.41,3335.95
45,45 to 50,3005.06,2826.46
5,5 to 10,4484.59,4010.9
50,50 to 55,2520.8,2675.27
55,55 to 60,2251.41,2229.09
60,60 to 65,1945.53,1962.95
65,65 to 70,1330.35,1290.74
70,70 to 75,944.53,1030.06
75,75 to 80,619.24,618.86
80,80 and over,505.64,539.7
