class,age,male,female
0,0 to 1,854.85,771.7
1,1 to 5,3413.39,3076.04
10,10 to 15,5079.15,4691
15,15 to 20,5124.82,4999.84
20,20 to 25,5695.47,5397.68
25,25 to 30,5610.63,5365.85
30,30 to 35,5229.48,4894.59
35,35 to 40,4790.37,4519.15
40,40 to 45,4413.87,4183.17
45,45 to 50,3945.27,3718.15
5,5 to 10,4488.81,4009.53
50,50 to 55,3395.92,3325.48
55,55 to 60,2907.25,2796.03
60,60 to 65,2440.27,2247.58
65,65 to 70,1737.76,1708.94
70,70 to 75,1281.64,1379.77
75,75 to 80,965.09,982.12
80,80 and over,750.83,811.54
