class,age,male,female
0,0 to 1,1341.21,1219.8
1,1 to 5,5355.45,4862.19
10,10 to 15,7539.8,7118.53
15,15 to 20,7153.71,7249.64
20,20 to 25,7210.97,7065.21
25,25 to 30,7077.77,6880.66
30,30 to 35,6573.41,6237.43
35,35 to 40,5787.81,5560.84
40,40 to 45,5231.53,5114.45
45,45 to 50,4702.21,4616.23
5,5 to 10,6776.66,6190.5
50,50 to 55,4270.09,4150.95
55,55 to 60,3473.32,3267.08
60,60 to 65,2713.1,2555.52
65,65 to 70,1982.44,1935.9
70,70 to 75,1545.36,1705
75,75 to 80,1103.79,1133.35
80,80 and over,844.95,940.03
