class,age,male,female
0,0 to 1,1115.15,1031.27
1,1 to 5,4452.78,4110.71
10,10 to 15,5435.25,5192.52
15,15 to 20,5407.79,5361.57
20,20 to 25,5179.06,4793.19
25,25 to 30,4971.14,4709.55
30,30 to 35,4801.87,4637.54
35,35 to 40,4527.51,4209.36
40,40 to 45,4094.57,4044.99
45,45 to 50,3672.96,3517.36
5,5 to 10,5231.14,4890.64
50,50 to 55,3213.58,3219.66
55,55 to 60,2862.34,2935.26
60,60 to 65,2674.57,2680.05
65,65 to 70,1776.62,1846.48
70,70 to 75,1147.74,1292.63
75,75 to 80,637.79,821.31
80,80 and over,556.79,713.69
