class,age,male,female
0,0 to 1,2445.25,2232.14
1,1 to 5,9763.88,8897.45
10,10 to 15,13346.57,12541.49
15,15 to 20,14266.86,14206.27
20,20 to 25,14539.22,14335.32
25,25 to 30,14315.29,13486.32
30,30 to 35,13257.34,12450.09
35,35 to 40,12018.26,11390.34
40,40 to 45,10999.99,10828.34
45,45 to 50,10055.65,9620.38
5,5 to 10,12218.64,11061.91
50,50 to 55,8632.94,8785.05
55,55 to 60,7710.81,7191.68
60,60 to 65,6295.86,5890.12
65,65 to 70,4114.5,3962.75
70,70 to 75,2665.75,2940.07
75,75 to 80,1715.39,1812.35
80,80 and over,1322.62,1528.74
